# LOD divergence curve — how fast two tiers of the same scenario come apart.
# The rate is the reading. Flatness is NOT the target: a coarser decision cadence
# genuinely changes behaviour, and this measures what that costs. A gate built on this
# file asserts the curve has not worsened beyond a stated tolerance, never that it is flat.
# 'state' (count/hunger/age) is the reading; 'position' (centroid/dispersion) is diagnostic.
# pair=fidelity scenario=predator_prey ticks=3000 sample=5 quantum=16
# a_tier=Full a_seed=42 b_tier=Minimal b_seed=42
# onset_tick=5 onset=3 species differ (Deer, Rabbit, Wolf); largest component centroid=0.064884
# divergence_final=0.178047 divergence_mean=0.179744 state_mean=0.066434 position_mean=0.463019 samples=601
# window_growth=0..300 n=61 divergence=0.081780 state=0.016035 position=0.246141
# window_plateau=1800..3000 n=241 divergence=0.208723 state=0.090226 position=0.504965
# component_count kind=State mean=0.099558 growth=0.000000 plateau=0.155133
# component_hunger_mean kind=State mean=0.200543 growth=0.065784 plateau=0.260275
# component_hunger_spread kind=State mean=0.025148 growth=0.013864 plateau=0.023950
# component_age_mean kind=State mean=0.005142 growth=0.000460 plateau=0.008488
# component_age_spread kind=State mean=0.001778 growth=0.000070 plateau=0.003285
# component_centroid kind=Position mean=0.604862 growth=0.325885 plateau=0.643316
# component_dispersion kind=Position mean=0.321175 growth=0.166396 plateau=0.366613
# ceiling_plateau divergence=0.190178 state=0.080610 position=0.464099
# ceiling_fraction divergence=1.0975 state=1.1193 position=1.0881
sample_tick,divergence,state,position,count,hunger_mean,hunger_spread,age_mean,age_spread,centroid,dispersion,species_compared,checksums_differ,population_a,population_b
1985,0.213206,0.093740,0.511872,0.161111,0.262343,0.035921,0.006747,0.002577,0.647301,0.376443,3,1,40,49
1990,0.213415,0.093990,0.511978,0.161111,0.263402,0.036169,0.006699,0.002568,0.647378,0.376578,3,1,40,49
1995,0.213411,0.093852,0.512308,0.161111,0.262486,0.036322,0.006771,0.002572,0.647497,0.377120,3,1,40,49
2000,0.213697,0.093808,0.513418,0.161111,0.262311,0.036349,0.006786,0.002482,0.647881,0.378956,3,1,40,49
2005,0.213794,0.093819,0.513733,0.161111,0.263944,0.034719,0.006737,0.002583,0.648267,0.379200,3,1,40,49
2010,0.213848,0.093946,0.513603,0.161111,0.264682,0.034676,0.006688,0.002574,0.648615,0.378590,3,1,40,49
2015,0.213969,0.093919,0.514093,0.161111,0.264504,0.034642,0.006761,0.002577,0.648608,0.379578,3,1,40,49
2020,0.214252,0.094049,0.514761,0.161111,0.265444,0.034424,0.006776,0.002487,0.648536,0.380987,3,1,40,49
2025,0.214388,0.094130,0.515033,0.161111,0.265499,0.034724,0.006727,0.002588,0.648299,0.381768,3,1,40,49
2030,0.214263,0.093988,0.514950,0.161111,0.264594,0.034977,0.006678,0.002579,0.648043,0.381857,3,1,40,49
2035,0.214083,0.094025,0.514229,0.161111,0.265617,0.034063,0.006751,0.002583,0.647986,0.380471,3,1,40,49
2040,0.213817,0.093935,0.513521,0.161111,0.265161,0.034143,0.006766,0.002493,0.647897,0.379145,3,1,40,49
2045,0.213606,0.093861,0.512967,0.161111,0.265329,0.033554,0.006717,0.002594,0.647676,0.378258,3,1,40,49
2050,0.213606,0.093950,0.512746,0.161111,0.265554,0.033830,0.006669,0.002585,0.647599,0.377893,3,1,40,49
2055,0.213255,0.093876,0.511700,0.161111,0.264886,0.034056,0.006741,0.002588,0.647405,0.375995,3,1,40,49
2060,0.212814,0.093691,0.510623,0.161111,0.264851,0.033236,0.006756,0.002499,0.647051,0.374195,3,1,40,49
2065,0.212660,0.093690,0.510085,0.161111,0.265679,0.032353,0.006707,0.002599,0.646893,0.373278,3,1,40,49
2070,0.213015,0.093957,0.510659,0.161111,0.266925,0.032503,0.006658,0.002590,0.646801,0.374516,3,1,40,49
2075,0.213221,0.094045,0.511160,0.161111,0.267674,0.032117,0.006731,0.002593,0.646692,0.375628,3,1,40,49
2080,0.213038,0.093777,0.511192,0.161111,0.267403,0.031119,0.006746,0.002504,0.646653,0.375731,3,1,40,49
2085,0.212856,0.093747,0.510631,0.161111,0.267136,0.031185,0.006697,0.002604,0.646494,0.374767,3,1,40,49
2090,0.212651,0.093659,0.510132,0.161111,0.266648,0.031293,0.006648,0.002595,0.646147,0.374116,3,1,40,49
2095,0.212316,0.093465,0.509443,0.161111,0.265916,0.030981,0.006721,0.002598,0.645662,0.373225,3,1,40,49
2100,0.211907,0.093305,0.508413,0.161111,0.265628,0.030539,0.006735,0.002510,0.645192,0.371634,3,1,40,49
2105,0.211511,0.093094,0.507553,0.161111,0.266138,0.028926,0.006687,0.002609,0.644783,0.370324,3,1,40,49
2110,0.211524,0.093071,0.507656,0.161111,0.265952,0.029051,0.006638,0.002601,0.644782,0.370530,3,1,40,49
2115,0.211693,0.093007,0.508410,0.161111,0.265661,0.028946,0.006711,0.002603,0.645540,0.371280,3,1,40,49
2120,0.211893,0.092950,0.509251,0.161111,0.265424,0.028976,0.006726,0.002515,0.646091,0.372410,3,1,40,49
2125,0.201492,0.082727,0.498406,0.127778,0.259883,0.021161,0.003212,0.001602,0.647087,0.349724,3,1,41,49
2130,0.201818,0.083020,0.498814,0.127778,0.261828,0.020620,0.003193,0.001679,0.648078,0.349550,3,1,41,49
2135,0.202025,0.083057,0.499448,0.127778,0.262352,0.020352,0.003121,0.001680,0.647999,0.350896,3,1,41,49
2140,0.202286,0.083118,0.500205,0.127778,0.262792,0.020177,0.003107,0.001735,0.647494,0.352916,3,1,41,49
2145,0.202480,0.083159,0.500781,0.127778,0.262787,0.020442,0.003192,0.001595,0.647053,0.354510,3,1,41,49
2150,0.207258,0.090684,0.498693,0.158081,0.264301,0.023518,0.005927,0.001596,0.646857,0.350528,3,1,41,50
2155,0.207950,0.091004,0.500314,0.158081,0.264769,0.024573,0.006000,0.001599,0.646260,0.354369,3,1,41,50
2160,0.208117,0.090735,0.501572,0.158081,0.263725,0.024316,0.006020,0.001531,0.645787,0.357357,3,1,41,50
2165,0.208634,0.090957,0.502826,0.158081,0.264193,0.024949,0.005964,0.001600,0.645229,0.360423,3,1,41,50
2170,0.208728,0.090684,0.503838,0.158081,0.263719,0.024086,0.005924,0.001611,0.644641,0.363036,3,1,41,50
2175,0.209177,0.090834,0.505036,0.158081,0.264372,0.024107,0.005996,0.001614,0.644238,0.365834,3,1,41,50
2180,0.209576,0.090916,0.506226,0.158081,0.265269,0.023669,0.006017,0.001546,0.643503,0.368949,3,1,41,50
2185,0.208068,0.086884,0.511030,0.137446,0.263475,0.022508,0.008444,0.002546,0.674332,0.347727,3,1,41,49
2190,0.208695,0.086910,0.513157,0.137446,0.264115,0.022114,0.008393,0.002483,0.674206,0.352107,3,1,41,49
2195,0.220008,0.092910,0.537755,0.161255,0.266602,0.024684,0.008805,0.003200,0.692312,0.383198,3,1,40,49
2200,0.220541,0.092736,0.540054,0.161255,0.266143,0.024306,0.008818,0.003157,0.692385,0.387722,3,1,40,49
2205,0.220933,0.092660,0.541616,0.161255,0.266148,0.023902,0.008752,0.003242,0.692446,0.390786,3,1,40,49
2210,0.221331,0.092710,0.542882,0.161255,0.266671,0.023745,0.008702,0.003180,0.692619,0.393144,3,1,40,49
2215,0.221780,0.092760,0.544329,0.161255,0.267068,0.023473,0.008805,0.003200,0.692844,0.395814,3,1,40,49
2220,0.222303,0.092725,0.546250,0.161255,0.267575,0.022819,0.008817,0.003157,0.692954,0.399547,3,1,40,49
2225,0.222436,0.091935,0.548688,0.161255,0.265513,0.020916,0.008751,0.003241,0.693054,0.404322,3,1,40,49
2230,0.222740,0.091559,0.550693,0.161255,0.263844,0.020818,0.008701,0.003179,0.692946,0.408441,3,1,40,49
2235,0.223256,0.091529,0.552575,0.161255,0.263717,0.020668,0.008803,0.003200,0.693014,0.412136,3,1,40,49
2240,0.223701,0.091309,0.554681,0.161255,0.263907,0.019411,0.008816,0.003156,0.693153,0.416208,3,1,40,49
2245,0.225317,0.092697,0.556865,0.161255,0.265849,0.024392,0.008750,0.003241,0.693541,0.420189,3,1,40,49
2250,0.226030,0.092909,0.558831,0.161255,0.266717,0.024696,0.008699,0.003178,0.693835,0.423828,3,1,40,49
2255,0.226282,0.092558,0.560593,0.161255,0.266112,0.023420,0.008802,0.003200,0.693696,0.427491,3,1,40,49
2260,0.226775,0.092505,0.562448,0.161255,0.266765,0.022536,0.008815,0.003155,0.693428,0.431468,3,1,40,49
2265,0.228068,0.093528,0.564418,0.161255,0.268539,0.025856,0.008749,0.003241,0.693097,0.435739,3,1,40,49
2270,0.228510,0.093394,0.566301,0.161255,0.268650,0.025189,0.008699,0.003178,0.692813,0.439788,3,1,40,49
2275,0.229022,0.093359,0.568181,0.161255,0.268368,0.025170,0.008801,0.003199,0.692999,0.443363,3,1,40,49
2280,0.229340,0.093099,0.569943,0.161255,0.267529,0.024742,0.008814,0.003155,0.693062,0.446824,3,1,40,49
2285,0.230527,0.094122,0.571539,0.161255,0.269637,0.027731,0.008748,0.003240,0.693153,0.449926,3,1,40,49
2290,0.230991,0.094172,0.573039,0.161255,0.270566,0.027164,0.008697,0.003178,0.693327,0.452751,3,1,40,49
2295,0.231511,0.094436,0.574201,0.161255,0.271046,0.027879,0.008800,0.003198,0.693207,0.455194,3,1,40,49
2300,0.231446,0.093983,0.575104,0.161255,0.270389,0.026302,0.008813,0.003155,0.692937,0.457271,3,1,40,49
2305,0.232343,0.094966,0.575785,0.161255,0.271633,0.029954,0.008746,0.003240,0.692470,0.459100,3,1,40,49
2310,0.232438,0.094900,0.576282,0.161255,0.271236,0.030137,0.008696,0.003177,0.691723,0.460842,3,1,40,49
2315,0.232455,0.094822,0.576535,0.161255,0.271611,0.029248,0.008799,0.003198,0.690817,0.462253,3,1,40,49
2320,0.232238,0.094522,0.576526,0.161255,0.271306,0.028084,0.008812,0.003154,0.689925,0.463128,3,1,40,49
2325,0.232374,0.094728,0.576489,0.161255,0.272358,0.028043,0.008746,0.003240,0.689098,0.463880,3,1,40,49
2330,0.232233,0.094478,0.576621,0.161255,0.272087,0.027175,0.008695,0.003176,0.688433,0.464808,3,1,40,49
2335,0.232339,0.094591,0.576707,0.161255,0.272476,0.027229,0.008798,0.003198,0.687859,0.465555,3,1,40,49
2340,0.232231,0.094368,0.576888,0.161255,0.272091,0.026528,0.008811,0.003154,0.687407,0.466369,3,1,40,49
2345,0.232777,0.095055,0.577082,0.161255,0.274573,0.027465,0.008745,0.003239,0.686814,0.467351,3,1,40,49
2350,0.232622,0.094764,0.577267,0.161255,0.273368,0.027324,0.008694,0.003176,0.686203,0.468331,3,1,40,49
2355,0.232618,0.094753,0.577280,0.161255,0.272243,0.028274,0.008797,0.003197,0.685447,0.469113,3,1,40,49
2360,0.232339,0.094371,0.577262,0.161255,0.271238,0.027397,0.008809,0.003153,0.684596,0.469928,3,1,40,49
2365,0.232414,0.094536,0.577109,0.161255,0.272282,0.027162,0.008743,0.003238,0.683688,0.470530,3,1,40,49
2370,0.232327,0.094565,0.576733,0.161255,0.272459,0.027242,0.008693,0.003175,0.682692,0.470775,3,1,40,49
2375,0.232091,0.094447,0.576198,0.161255,0.272847,0.026143,0.008795,0.003197,0.681753,0.470644,3,1,40,49
2380,0.231813,0.094298,0.575599,0.161255,0.272629,0.025648,0.008808,0.003152,0.680775,0.470422,3,1,40,49
2385,0.231650,0.094255,0.575139,0.161255,0.272478,0.025562,0.008742,0.003238,0.679738,0.470539,3,1,40,49
2390,0.231568,0.094215,0.574950,0.161255,0.272464,0.025490,0.008692,0.003175,0.678740,0.471159,3,1,40,49
2395,0.235399,0.097930,0.579069,0.175144,0.275545,0.025780,0.009762,0.003421,0.680550,0.477589,3,1,39,49
2400,0.235271,0.097896,0.578708,0.175144,0.276138,0.025047,0.009775,0.003377,0.679675,0.477741,3,1,39,49
2405,0.235214,0.097999,0.578251,0.175144,0.276085,0.025594,0.009709,0.003463,0.678614,0.477888,3,1,39,49
2410,0.234843,0.097723,0.577642,0.175144,0.274341,0.026069,0.009660,0.003400,0.677336,0.477948,3,1,39,49
2415,0.234691,0.097754,0.577033,0.175144,0.274596,0.025844,0.009763,0.003423,0.676189,0.477878,3,1,39,49
2420,0.234490,0.097639,0.576617,0.175144,0.274290,0.025607,0.009776,0.003379,0.675034,0.478199,3,1,39,49
2425,0.234152,0.097281,0.576327,0.175144,0.273126,0.024962,0.009710,0.003464,0.674062,0.478593,3,1,39,49
2430,0.233992,0.097184,0.576011,0.175144,0.272843,0.024870,0.009661,0.003402,0.673242,0.478779,3,1,39,49
2435,0.233868,0.097204,0.575528,0.175144,0.273208,0.024482,0.009764,0.003424,0.672216,0.478840,3,1,39,49
2440,0.233444,0.096915,0.574768,0.175144,0.272754,0.023519,0.009777,0.003380,0.670980,0.478555,3,1,39,49
2445,0.229596,0.093912,0.568804,0.164879,0.269331,0.021683,0.009961,0.003709,0.663201,0.474408,3,1,39,48
2450,0.229348,0.093758,0.568321,0.164879,0.268432,0.021924,0.009909,0.003648,0.661693,0.474950,3,1,39,48
2455,0.229121,0.093633,0.567840,0.164879,0.267848,0.021761,0.010010,0.003671,0.659898,0.475782,3,1,39,48
2460,0.226535,0.091278,0.564679,0.153680,0.264759,0.023680,0.010694,0.003575,0.653755,0.475603,3,1,39,47
2465,0.226503,0.091384,0.564300,0.153680,0.265233,0.023715,0.010632,0.003663,0.651601,0.476999,3,1,39,47
2470,0.226333,0.091320,0.563865,0.153680,0.265334,0.023405,0.010577,0.003604,0.649087,0.478644,3,1,39,47
2475,0.225955,0.090978,0.563398,0.153680,0.264319,0.022584,0.010676,0.003629,0.646646,0.480151,3,1,39,47
2480,0.225640,0.090678,0.563044,0.153680,0.264020,0.021419,0.010698,0.003575,0.644458,0.481629,3,1,39,47
2485,0.225571,0.090771,0.562574,0.153680,0.264024,0.021851,0.010636,0.003662,0.642264,0.482883,3,1,39,47
2490,0.225293,0.090571,0.562098,0.153680,0.262635,0.022356,0.010582,0.003603,0.640112,0.484084,3,1,39,47
2495,0.224941,0.090274,0.561608,0.153680,0.261771,0.021608,0.010680,0.003629,0.638169,0.485047,3,1,39,47
2500,0.224643,0.090040,0.561152,0.153680,0.261981,0.020263,0.010702,0.003574,0.636527,0.485776,3,1,39,47
2505,0.224557,0.090155,0.560563,0.153680,0.262080,0.020711,0.010640,0.003662,0.635058,0.486068,3,1,39,47
2510,0.224250,0.090004,0.559864,0.153680,0.261994,0.020159,0.010586,0.003603,0.633863,0.485864,3,1,39,47
2515,0.224001,0.089981,0.559053,0.153680,0.261933,0.019979,0.010685,0.003628,0.632841,0.485265,3,1,39,47
2520,0.223529,0.089665,0.558187,0.153680,0.261290,0.019075,0.010707,0.003573,0.631865,0.484509,3,1,39,47
2525,0.223205,0.089581,0.557265,0.153680,0.260781,0.019138,0.010644,0.003661,0.631116,0.483414,3,1,39,47
2530,0.222828,0.089525,0.556087,0.153680,0.260752,0.019000,0.010590,0.003602,0.630678,0.481495,3,1,39,47
2535,0.222883,0.090113,0.554807,0.153680,0.263031,0.019540,0.010688,0.003628,0.630299,0.479315,3,1,39,47
2540,0.222201,0.089826,0.553137,0.153680,0.262559,0.018608,0.010711,0.003573,0.629439,0.476836,3,1,39,47
2545,0.221694,0.089769,0.551504,0.153680,0.262160,0.018699,0.010648,0.003660,0.628663,0.474344,3,1,39,47
2550,0.221358,0.089898,0.550008,0.153680,0.262245,0.019370,0.010595,0.003601,0.628152,0.471864,3,1,39,47
2555,0.221157,0.090337,0.548206,0.153680,0.263932,0.019755,0.010693,0.003627,0.627627,0.468785,3,1,39,47
2560,0.220544,0.090199,0.546405,0.153680,0.264873,0.018155,0.010715,0.003572,0.627246,0.465564,3,1,39,47
2565,0.219760,0.089908,0.544388,0.153680,0.263898,0.017651,0.010653,0.003659,0.626703,0.462074,3,1,39,47
2570,0.219142,0.089858,0.542351,0.153680,0.263820,0.017593,0.010599,0.003600,0.626188,0.458513,3,1,39,47
2575,0.218569,0.089831,0.540414,0.153680,0.263857,0.017293,0.010697,0.003627,0.625595,0.455233,3,1,39,47
2580,0.217986,0.089755,0.538563,0.153680,0.263937,0.016870,0.010719,0.003572,0.625086,0.452040,3,1,39,47
2585,0.217261,0.089591,0.536436,0.153680,0.263507,0.016453,0.010657,0.003659,0.624554,0.448318,3,1,39,47
2590,0.216266,0.089240,0.533832,0.153680,0.262800,0.015516,0.010603,0.003600,0.624114,0.443550,3,1,39,47
2595,0.215550,0.089225,0.531361,0.153680,0.262030,0.016088,0.010701,0.003627,0.623768,0.438954,3,1,39,47
2600,0.215429,0.089902,0.529247,0.153680,0.263096,0.018442,0.010723,0.003571,0.623773,0.434722,3,1,39,47
2605,0.216943,0.092566,0.527888,0.168831,0.260628,0.018703,0.011224,0.003442,0.627117,0.428659,3,1,38,47
2610,0.216095,0.092142,0.525979,0.168831,0.260016,0.017307,0.011171,0.003383,0.627243,0.424714,3,1,38,47
2615,0.215263,0.092160,0.523019,0.168831,0.259206,0.018084,0.011270,0.003410,0.627325,0.418713,3,1,38,47
2620,0.214761,0.092652,0.520034,0.168831,0.260030,0.019751,0.011293,0.003356,0.627451,0.412616,3,1,38,47
2625,0.213710,0.092493,0.516753,0.168831,0.259457,0.019503,0.011231,0.003443,0.627732,0.405773,3,1,38,47
2630,0.212659,0.092449,0.513184,0.168831,0.260225,0.018626,0.011178,0.003384,0.628283,0.398084,3,1,38,47
2635,0.211590,0.092450,0.509440,0.168831,0.260877,0.017853,0.011277,0.003411,0.628841,0.390040,3,1,38,47
2640,0.210804,0.093050,0.505191,0.168831,0.262537,0.019226,0.011300,0.003356,0.629223,0.381158,3,1,38,47
2645,0.209452,0.093119,0.500284,0.168831,0.262485,0.019600,0.011238,0.003444,0.629405,0.371162,3,1,38,47
2650,0.207558,0.092753,0.494571,0.168831,0.261739,0.018625,0.011185,0.003384,0.629383,0.359760,3,1,38,47
2655,0.205640,0.092661,0.488086,0.168831,0.260846,0.018932,0.011284,0.003413,0.629356,0.346815,3,1,38,47
2660,0.203503,0.092531,0.480934,0.168831,0.260643,0.018519,0.011306,0.003357,0.629198,0.332670,3,1,38,47
2665,0.196041,0.086188,0.470675,0.144589,0.255711,0.016955,0.010089,0.003596,0.620136,0.321214,3,1,38,45
2670,0.193677,0.086182,0.462413,0.144589,0.256473,0.016287,0.010030,0.003534,0.620248,0.304579,3,1,38,45
2675,0.191911,0.083149,0.463815,0.142063,0.247629,0.009132,0.011129,0.005795,0.620231,0.307400,3,1,40,45
2680,0.194082,0.087992,0.459306,0.165568,0.239836,0.013777,0.014052,0.006727,0.620104,0.298509,3,1,41,45
2685,0.195203,0.080274,0.482527,0.139927,0.232934,0.013128,0.010596,0.004783,0.619962,0.345093,3,1,41,46
2690,0.194418,0.079881,0.480761,0.139927,0.232822,0.011359,0.010544,0.004755,0.619732,0.341789,3,1,41,46
2695,0.194049,0.080089,0.478948,0.139927,0.233062,0.012122,0.010521,0.004812,0.619562,0.338335,3,1,41,46
2700,0.193724,0.080515,0.476747,0.139927,0.233900,0.013386,0.010508,0.004853,0.619625,0.333869,3,1,41,46
2705,0.193421,0.081152,0.474094,0.139927,0.235274,0.015201,0.010588,0.004768,0.619875,0.328313,3,1,41,46
2710,0.192618,0.080975,0.471726,0.139927,0.234774,0.014896,0.010538,0.004739,0.620139,0.323312,3,1,41,46
2715,0.191764,0.080879,0.468976,0.139927,0.233890,0.015248,0.010522,0.004809,0.620391,0.317562,3,1,41,46
2720,0.191358,0.081223,0.466695,0.139927,0.235802,0.015030,0.010509,0.004849,0.620699,0.312690,3,1,41,46
2725,0.191132,0.081873,0.464280,0.139927,0.237758,0.016329,0.010590,0.004764,0.621089,0.307471,3,1,41,46
2730,0.189941,0.081398,0.461298,0.139927,0.237279,0.014509,0.010539,0.004735,0.621153,0.301443,3,1,41,46
2735,0.189073,0.081327,0.458435,0.139927,0.236344,0.015037,0.010524,0.004806,0.621097,0.295774,3,1,41,46
2740,0.188492,0.081628,0.455652,0.139927,0.237174,0.015685,0.010510,0.004846,0.620728,0.290577,3,1,41,46
2745,0.190390,0.087080,0.448664,0.156593,0.245641,0.018436,0.010394,0.004335,0.621755,0.275573,3,1,40,46
2750,0.189088,0.086856,0.444670,0.156593,0.246062,0.016973,0.010344,0.004306,0.621433,0.267908,3,1,40,46
2755,0.188011,0.086965,0.440625,0.156593,0.245987,0.017539,0.010329,0.004376,0.621159,0.260091,3,1,40,46
2760,0.187095,0.087251,0.436705,0.156593,0.248234,0.016695,0.010317,0.004416,0.621027,0.252383,3,1,40,46
2765,0.186354,0.087741,0.432887,0.156593,0.249508,0.017873,0.010398,0.004332,0.620941,0.244832,3,1,40,46
2770,0.185287,0.087431,0.429926,0.156593,0.248486,0.017428,0.010348,0.004302,0.620442,0.239410,3,1,40,46
2775,0.184767,0.087646,0.427568,0.156593,0.250054,0.016880,0.010332,0.004372,0.620050,0.235086,3,1,40,46
2780,0.184166,0.087652,0.425450,0.156593,0.251821,0.015112,0.010321,0.004412,0.619546,0.231355,3,1,40,46
2785,0.183564,0.087744,0.423116,0.156593,0.252626,0.014770,0.010401,0.004327,0.619331,0.226902,3,1,40,46
2790,0.182958,0.087757,0.420959,0.156593,0.252802,0.014742,0.010351,0.004298,0.618916,0.223001,3,1,40,46
2795,0.182477,0.087918,0.418873,0.156593,0.252684,0.015610,0.010335,0.004368,0.618369,0.219377,3,1,40,46
2800,0.181888,0.087892,0.416877,0.156593,0.252242,0.015895,0.010324,0.004408,0.617569,0.216186,3,1,40,46
2805,0.181732,0.088127,0.415743,0.156593,0.253255,0.016060,0.010405,0.004324,0.616724,0.214761,3,1,40,46
2810,0.181447,0.087883,0.415357,0.156593,0.253401,0.014775,0.010354,0.004294,0.616066,0.214647,3,1,40,46
2815,0.181361,0.087717,0.415471,0.156593,0.252642,0.014647,0.010339,0.004364,0.615435,0.215507,3,1,40,46
2820,0.185119,0.091170,0.419989,0.173260,0.255118,0.013716,0.009355,0.004402,0.634564,0.205414,3,1,39,46
2825,0.182946,0.088788,0.418343,0.151282,0.259334,0.017234,0.011226,0.004862,0.628098,0.208588,3,1,39,45
2830,0.182269,0.088506,0.416677,0.151282,0.258310,0.016968,0.011162,0.004807,0.627083,0.206272,3,1,39,45
2835,0.181637,0.088507,0.414462,0.151282,0.257799,0.017441,0.011139,0.004872,0.625973,0.202952,3,1,39,45
2840,0.186542,0.081885,0.448183,0.125641,0.266174,0.006114,0.007949,0.003549,0.625067,0.271300,3,1,39,46
2845,0.186083,0.081859,0.446644,0.125641,0.266150,0.005944,0.008051,0.003507,0.624352,0.268936,3,1,39,46
2850,0.183260,0.078364,0.445498,0.113360,0.263459,0.004449,0.007183,0.003369,0.616794,0.274202,3,1,39,45
2855,0.183034,0.078307,0.444852,0.113360,0.262671,0.004923,0.007155,0.003423,0.616053,0.273652,3,1,39,45
2860,0.182906,0.078223,0.444612,0.113360,0.262701,0.004423,0.007158,0.003475,0.615083,0.274141,3,1,39,45
2865,0.183212,0.078542,0.444887,0.113360,0.263522,0.005148,0.007255,0.003427,0.614011,0.275763,3,1,39,45
2870,0.183087,0.078402,0.444799,0.113360,0.262310,0.005796,0.007183,0.003360,0.613187,0.276412,3,1,39,45
2875,0.182813,0.078304,0.444083,0.113360,0.261332,0.006259,0.007156,0.003414,0.612793,0.275373,3,1,39,45
2880,0.182526,0.078248,0.443220,0.113360,0.261104,0.006145,0.007162,0.003471,0.612382,0.274058,3,1,39,45
2885,0.182248,0.078215,0.442332,0.113360,0.261307,0.005726,0.007259,0.003422,0.611966,0.272698,3,1,39,45
2890,0.182157,0.078356,0.441660,0.113360,0.261029,0.006847,0.007187,0.003355,0.611983,0.271338,3,1,39,45
2895,0.182011,0.078377,0.441097,0.113360,0.260370,0.007584,0.007160,0.003410,0.611970,0.270223,3,1,39,45
2900,0.181948,0.078420,0.440767,0.113360,0.260347,0.007762,0.007165,0.003466,0.612187,0.269346,3,1,39,45
2905,0.177813,0.073091,0.439619,0.087719,0.259146,0.009334,0.006026,0.003231,0.609600,0.269638,3,1,39,44
2910,0.177706,0.073300,0.438718,0.087719,0.259143,0.010532,0.005938,0.003170,0.609715,0.267722,3,1,39,44
2915,0.177444,0.073262,0.437901,0.087719,0.258418,0.011035,0.005903,0.003234,0.609881,0.265920,3,1,39,44
2920,0.177102,0.073211,0.436830,0.087719,0.258234,0.010902,0.005934,0.003265,0.609869,0.263791,3,1,39,44
2925,0.176908,0.073270,0.436003,0.087719,0.258221,0.011157,0.006029,0.003222,0.609839,0.262167,3,1,39,44
2930,0.176663,0.073227,0.435255,0.087719,0.257253,0.012057,0.005942,0.003162,0.610061,0.260448,3,1,39,44
2935,0.176203,0.073095,0.433971,0.087719,0.256151,0.012473,0.005906,0.003226,0.610244,0.257698,3,1,39,44
2940,0.181110,0.079288,0.435665,0.111529,0.252015,0.020101,0.008721,0.004075,0.610537,0.260794,3,1,40,44
2945,0.180928,0.079777,0.433806,0.111529,0.253509,0.021003,0.008816,0.004030,0.610948,0.256664,3,1,40,44
2950,0.184168,0.084657,0.432945,0.139307,0.249979,0.022414,0.006082,0.005505,0.611940,0.253951,3,1,40,43
2955,0.183208,0.084512,0.429946,0.139307,0.249049,0.022575,0.006038,0.005592,0.612266,0.247627,3,1,40,43
2960,0.182475,0.084595,0.427173,0.139307,0.249153,0.022827,0.006057,0.005633,0.612556,0.241790,3,1,40,43
2965,0.181496,0.084345,0.424373,0.139307,0.247224,0.023472,0.006184,0.005539,0.612736,0.236010,3,1,40,43
2970,0.180736,0.084231,0.421997,0.139307,0.245913,0.024362,0.006078,0.005496,0.612913,0.231081,3,1,40,43
2975,0.180169,0.084180,0.420143,0.139307,0.245270,0.024704,0.006034,0.005584,0.613205,0.227081,3,1,40,43
2980,0.179479,0.083964,0.418266,0.139307,0.244855,0.023983,0.006053,0.005625,0.613272,0.223261,3,1,40,43
2985,0.179046,0.083962,0.416755,0.139307,0.244423,0.024371,0.006179,0.005531,0.613180,0.220329,3,1,40,43
2990,0.178764,0.084026,0.415611,0.139307,0.244211,0.025050,0.006074,0.005487,0.613060,0.218162,3,1,40,43
2995,0.178345,0.083962,0.414302,0.139307,0.243672,0.025225,0.006029,0.005575,0.612858,0.215746,3,1,40,43
3000,0.178047,0.084155,0.412775,0.139307,0.244476,0.025329,0.006049,0.005616,0.612564,0.212986,3,1,40,43
