tick,entity_total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf,stat_total,stat_Arctic Fox,stat_Bear,stat_Boar,stat_Camel,stat_Crocodile,stat_Deer,stat_Elk,stat_Faeling,stat_Fish,stat_Fox,stat_Frog,stat_Hawk,stat_Jaguar,stat_Lizard,stat_Monkey,stat_Musk Ox,stat_Parrot,stat_Penguin,stat_Polar Bear,stat_Rabbit,stat_Scorpion,stat_Sectid,stat_Shark,stat_Shroomer,stat_Snake,stat_Tapir,stat_Turtle,stat_Wolf
22100,155,0,0,0,20,0,25,34,0,0,0,10,0,0,0,0,27,23,0,0,16,0,0,0,0,0,0,0,0,6664,2,0,14,1426,0,457,805,4,0,1011,0,122,0,0,0,654,0,0,1839,0,0,47,0,0,0,35,25,223
22200,155,0,0,0,20,0,25,34,0,0,0,10,0,0,0,0,27,23,0,0,16,0,0,0,0,0,0,0,0,6648,2,0,15,1467,0,467,794,4,0,985,0,125,0,0,0,656,0,0,1793,0,0,60,0,0,0,36,26,218
22300,156,0,0,0,20,0,25,34,0,0,0,10,0,0,0,0,28,23,0,0,16,0,0,0,0,0,0,0,0,6564,2,0,16,1431,0,482,782,4,0,951,0,127,0,0,0,669,0,0,1771,0,0,70,0,0,0,35,24,200
22400,155,0,0,0,20,0,24,34,0,0,0,10,0,0,0,0,28,23,0,0,16,0,0,0,0,0,0,0,0,6604,2,0,20,1427,0,494,819,4,0,950,0,127,0,0,0,671,0,0,1758,0,0,62,0,0,0,33,25,212
22500,156,0,0,0,20,0,24,34,0,0,0,11,0,0,0,0,28,23,0,0,16,0,0,0,0,0,0,0,0,6730,2,0,19,1445,0,489,843,4,0,988,0,138,0,0,0,695,0,0,1784,0,0,60,0,0,0,33,25,205
22600,155,0,0,0,20,0,24,34,0,0,0,11,0,0,0,0,28,22,0,0,16,0,0,0,0,0,0,0,0,6837,1,0,13,1464,0,472,859,4,0,1026,0,143,0,0,0,695,0,0,1818,0,0,60,0,0,0,34,24,224
22700,156,0,0,0,20,0,23,34,0,0,0,13,0,0,0,0,28,22,0,0,16,0,0,0,0,0,0,0,0,6779,1,0,14,1443,0,455,825,4,0,1062,0,145,0,0,0,657,0,0,1840,0,0,63,0,0,0,31,24,215
22800,156,0,0,0,20,0,23,34,0,0,0,13,0,0,0,0,28,22,0,0,16,0,0,0,0,0,0,0,0,6678,1,0,15,1432,0,455,812,4,0,1049,0,141,0,0,0,640,0,0,1823,0,0,55,0,0,0,29,24,198
22900,155,0,0,0,20,0,23,34,0,0,0,13,0,0,0,0,28,21,0,0,16,0,0,0,0,0,0,0,0,6506,1,0,13,1444,0,474,784,4,0,969,0,122,0,0,0,635,0,0,1784,0,0,37,0,0,0,30,25,184
23000,155,0,0,0,20,0,23,34,0,0,0,13,0,0,0,0,28,21,0,0,16,0,0,0,0,0,0,0,0,6507,1,0,10,1457,0,477,777,4,0,953,0,104,0,0,0,664,0,0,1772,0,0,46,0,0,0,31,24,187
23100,155,0,0,0,20,0,23,34,0,0,0,13,0,0,0,0,28,21,0,0,16,0,0,0,0,0,0,0,0,6643,1,0,12,1457,0,499,824,4,0,963,0,107,0,0,0,689,0,0,1782,0,0,45,0,0,0,31,25,204
23200,155,0,0,0,20,0,22,34,0,0,0,13,0,0,0,0,28,22,0,0,16,0,0,0,0,0,0,0,0,6860,1,0,11,1453,0,495,861,4,0,1019,0,117,0,0,0,699,0,0,1850,0,0,62,0,0,0,31,25,232
23300,159,0,0,0,20,0,22,34,0,0,0,13,0,0,0,0,28,26,0,0,16,0,0,0,0,0,0,0,0,6937,1,0,10,1463,0,499,840,4,0,1060,0,127,0,0,0,678,0,0,1878,0,0,69,0,0,0,34,23,251
23400,161,0,0,0,20,0,22,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6888,1,0,10,1452,0,505,796,4,0,1054,0,127,0,0,0,677,0,0,1875,0,0,82,0,0,0,34,25,246
23500,161,0,0,0,20,0,22,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6726,1,0,10,1441,0,499,794,4,0,1020,0,138,0,0,0,660,0,0,1835,0,0,62,0,0,0,32,25,205
23600,167,0,0,0,20,0,28,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6666,1,0,10,1442,0,486,798,4,0,1015,0,150,0,0,0,669,0,0,1806,0,0,45,0,0,0,31,24,185
23700,167,0,0,0,20,0,28,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6614,1,0,10,1455,0,487,810,4,0,1003,0,130,0,0,0,657,0,0,1771,0,0,42,0,0,0,31,25,188
23800,166,0,0,0,20,0,28,34,0,0,0,13,0,0,0,0,27,28,0,0,16,0,0,0,0,0,0,0,0,6590,1,0,9,1448,0,465,809,4,0,985,0,118,0,0,0,673,0,0,1783,0,0,41,0,0,0,32,25,197
23900,166,0,0,0,20,0,28,34,0,0,0,13,0,0,0,0,27,28,0,0,16,0,0,0,0,0,0,0,0,6640,1,0,9,1428,0,478,830,4,0,991,0,114,0,0,0,688,0,0,1785,0,0,46,0,0,0,30,25,211
24000,166,0,0,0,20,0,27,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6673,1,0,10,1451,0,495,829,4,0,979,0,109,0,0,0,686,0,0,1802,0,0,49,0,0,0,30,24,204
24100,166,0,0,0,20,0,27,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6782,1,0,10,1448,0,532,806,4,0,1023,0,124,0,0,0,693,0,0,1812,0,0,62,0,0,0,30,26,211
24200,166,0,0,0,20,0,27,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6810,1,0,9,1428,0,549,802,4,0,1046,0,129,0,0,0,696,1,0,1818,0,0,60,0,0,0,32,25,210
24300,165,0,0,0,20,0,26,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6803,1,0,9,1438,0,525,800,4,0,1047,0,132,0,0,0,687,1,0,1832,0,0,68,0,0,0,32,23,204
24400,163,0,0,0,20,0,26,34,0,0,0,13,0,0,0,0,28,28,0,0,14,0,0,0,0,0,0,0,0,6792,1,0,9,1440,0,502,816,4,0,1061,0,148,0,0,0,667,1,0,1813,0,0,61,0,0,0,34,25,210
24500,162,0,0,0,20,0,26,34,0,0,0,13,0,0,0,0,27,28,0,0,14,0,0,0,0,0,0,0,0,6775,1,0,9,1452,0,497,810,4,0,1057,0,145,0,0,0,674,0,0,1788,0,0,61,0,0,0,34,25,218
24600,162,0,0,0,20,0,26,34,0,0,0,13,0,0,0,0,27,28,0,0,14,0,0,0,0,0,0,0,0,6718,1,0,9,1426,0,501,808,4,0,1026,0,146,0,0,0,672,0,0,1788,0,0,56,0,0,0,31,23,227
24700,163,0,0,0,20,0,26,34,0,0,0,14,0,0,0,0,27,28,0,0,14,0,0,0,0,0,0,0,0,6751,1,0,10,1447,0,503,818,4,0,1026,0,142,0,0,0,703,0,0,1765,0,0,64,0,0,0,31,24,213
24800,162,0,0,0,20,0,25,34,0,0,0,14,0,0,0,0,27,28,0,0,14,0,0,0,0,0,0,0,0,6852,1,0,10,1464,0,538,836,4,0,1034,0,138,0,0,0,719,0,0,1777,0,0,50,0,0,0,31,25,225
24900,164,0,0,0,20,0,25,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6889,1,0,10,1451,0,536,816,4,0,1067,0,142,0,0,0,726,0,0,1821,0,0,39,0,0,0,31,24,221
25000,164,0,0,0,20,0,25,34,0,0,0,13,0,0,0,0,28,28,0,0,16,0,0,0,0,0,0,0,0,6910,1,0,10,1435,0,533,792,4,0,1114,0,161,0,0,0,705,0,0,1839,0,0,48,0,0,0,32,25,211
25100,163,0,0,0,20,0,25,34,0,0,0,13,0,0,0,0,28,27,0,0,16,0,0,0,0,0,0,0,0,6909,1,0,11,1456,0,523,775,4,0,1121,0,165,0,0,0,670,1,0,1861,0,0,48,0,0,0,33,27,213
25200,166,0,0,0,20,0,25,34,0,0,0,12,0,0,0,0,28,27,0,0,20,0,0,0,0,0,0,0,0,6806,1,0,10,1444,0,503,805,4,0,1072,0,152,0,0,0,662,1,0,1811,0,0,67,0,0,0,33,26,215
25300,166,0,0,0,20,0,25,34,0,0,0,12,0,0,0,0,28,27,0,0,20,0,0,0,0,0,0,0,0,6779,1,0,9,1451,0,510,850,4,0,1017,0,131,0,0,0,690,0,0,1785,0,0,68,0,0,0,31,24,208
25400,166,0,0,0,20,0,25,34,0,0,0,12,0,0,0,0,28,27,0,0,20,0,0,0,0,0,0,0,0,6697,1,0,10,1428,0,515,845,4,0,986,0,124,0,0,0,698,0,0,1763,0,0,58,0,0,0,31,25,209
25500,171,0,0,0,20,0,25,34,0,0,0,17,0,0,0,0,28,27,0,0,20,0,0,0,0,0,0,0,0,6749,1,0,12,1449,0,515,822,4,0,1006,0,128,0,0,0,719,0,0,1767,0,0,60,0,0,0,31,25,210
25600,169,0,0,0,19,0,25,34,0,0,0,17,0,0,0,0,27,27,0,0,20,0,0,0,0,0,0,0,0,6847,1,0,11,1437,0,531,804,4,0,1053,0,141,0,0,0,733,0,0,1805,0,0,62,0,0,0,35,24,206
25700,168,0,0,0,19,0,25,34,0,0,0,16,0,0,0,0,27,27,0,0,20,0,0,0,0,0,0,0,0,6939,1,0,11,1444,0,562,800,4,0,1075,0,165,0,0,0,704,0,0,1838,0,0,69,0,0,0,34,25,207
25800,168,0,0,0,19,0,25,33,0,0,0,15,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,6933,1,0,13,1434,0,561,799,4,0,1095,1,167,0,0,0,698,0,0,1836,0,0,70,0,0,0,33,24,197
25900,166,0,0,0,19,0,25,33,0,0,0,15,0,0,0,0,28,26,0,0,20,0,0,0,0,0,0,0,0,6908,1,0,13,1438,0,576,823,3,0,1084,1,153,0,0,0,680,0,0,1816,0,0,60,0,0,0,34,24,202
26000,167,0,0,0,19,0,25,33,0,0,0,15,0,0,0,0,28,27,0,0,20,0,0,0,0,0,0,0,0,6917,1,0,13,1443,0,558,839,3,0,1079,0,137,0,0,0,688,0,0,1812,0,0,70,0,0,0,35,24,215
26100,166,0,0,0,19,0,25,33,0,0,0,13,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,6951,1,0,14,1451,0,572,823,3,0,1076,2,139,0,0,0,692,0,0,1820,0,0,69,0,0,0,35,26,228
26200,165,0,0,0,19,0,25,33,0,0,0,12,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,7000,1,0,14,1448,0,578,795,3,0,1089,2,141,0,0,0,720,0,0,1846,0,0,83,0,0,0,35,24,221
26300,165,0,0,0,19,0,25,33,0,0,0,12,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,6976,1,0,14,1416,0,577,788,3,0,1089,1,149,0,0,0,737,0,0,1842,0,0,84,0,0,0,35,23,217
26400,164,0,0,0,19,0,25,33,0,0,0,11,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,7008,1,0,11,1461,0,587,798,3,0,1073,1,166,0,0,0,727,0,0,1826,0,0,79,0,0,0,33,24,218
26500,164,0,0,0,19,0,25,33,0,0,0,11,0,0,0,0,28,28,0,0,20,0,0,0,0,0,0,0,0,6984,1,0,12,1456,0,577,811,3,0,1055,1,173,0,0,0,726,0,0,1828,0,0,81,0,0,0,35,26,199
26600,166,0,0,0,19,0,25,33,0,0,0,11,0,0,0,0,28,30,0,0,20,0,0,0,0,0,0,0,0,6996,1,0,12,1454,0,584,843,3,0,1066,0,173,0,0,0,702,0,0,1813,0,0,86,0,0,0,37,25,197
